"ITTER107","Territorio","VARICT","Tipo dato","ATECO_2007","Ateco 2007","CLLVT","Classe di addetti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2019","2019",43.44,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2021","2021",46.4,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CM","altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature","W_GE10","10 e più","2023","2023",50.02,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2019","2019",63.97,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2021","2021",68.71,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","JC","informatica ed altri servizi d'informazione","W_GE10","10 e più","2023","2023",63.89,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2019","2019",53.48,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2021","2021",62.52,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","26","computer e prodotti di elettronica e ottica; apparecchi elettromedicali, apparecchi di misurazione e orologi","W_GE10","10 e più","2023","2023",65.91,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2019","2019",61.79,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2021","2021",69.76,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","47","commercio al dettaglio (escluso quello di autoveicoli e di motocicli)","W_GE10","10 e più","2023","2023",72,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","53","servizi postali e attività di corriere","W_GE10","10 e più","2019","2019",48.29,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","53","servizi postali e attività di corriere","W_GE10","10 e più","2021","2021",14.94,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","53","servizi postali e attività di corriere","W_GE10","10 e più","2023","2023",59.12,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","55","alloggio","W_GE10","10 e più","2019","2019",89.79,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","55","alloggio","W_GE10","10 e più","2021","2021",87.31,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","55","alloggio","W_GE10","10 e più","2023","2023",77.31,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","56","attività dei servizi di ristorazione","W_GE10","10 e più","2019","2019",64.89,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","56","attività dei servizi di ristorazione","W_GE10","10 e più","2021","2021",77.69,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","56","attività dei servizi di ristorazione","W_GE10","10 e più","2023","2023",87.65,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","58","attività editoriali","W_GE10","10 e più","2019","2019",81.87,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","58","attività editoriali","W_GE10","10 e più","2021","2021",86.38,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","58","attività editoriali","W_GE10","10 e più","2023","2023",89.01,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","61","telecomunicazioni","W_GE10","10 e più","2019","2019",70.74,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","61","telecomunicazioni","W_GE10","10 e più","2021","2021",83.16,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","61","telecomunicazioni","W_GE10","10 e più","2023","2023",79.74,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","68","attività immobiliari","W_GE10","10 e più","2019","2019",43.69,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","68","attività immobiliari","W_GE10","10 e più","2021","2021",43.24,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","68","attività immobiliari","W_GE10","10 e più","2023","2023",43.1,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","79","attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse","W_GE10","10 e più","2019","2019",78.14,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","79","attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse","W_GE10","10 e più","2021","2021",85.7,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","79","attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse","W_GE10","10 e più","2023","2023",72.96,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CD-CG","fabbricazione di coke e di prodotti derivanti dalla raffinazione del petrolio, di prodotti chimici,  di prodotti farmaceutici, di articoli in gomma e materie plastiche e di prodotti della lavorazione di minerali non metalliferi","W_GE10","10 e più","2019","2019",39.15,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CD-CG","fabbricazione di coke e di prodotti derivanti dalla raffinazione del petrolio, di prodotti chimici,  di prodotti farmaceutici, di articoli in gomma e materie plastiche e di prodotti della lavorazione di minerali non metalliferi","W_GE10","10 e più","2021","2021",48.25,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CD-CG","fabbricazione di coke e di prodotti derivanti dalla raffinazione del petrolio, di prodotti chimici,  di prodotti farmaceutici, di articoli in gomma e materie plastiche e di prodotti della lavorazione di minerali non metalliferi","W_GE10","10 e più","2023","2023",54.59,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CJ-CK","fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche e di macchinari ed apparecchiature nca","W_GE10","10 e più","2019","2019",51.21,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CJ-CK","fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche e di macchinari ed apparecchiature nca","W_GE10","10 e più","2021","2021",58.02,,
"IT","Italia","E_SM_ANY_PERC","imprese che utilizzano almeno un social media (incidenza %)","CJ-CK","fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche e di macchinari ed apparecchiature nca","W_GE10","10 e più","2023","2023",65.5,,
